PLANNING_SELECTED,PRODUCT,BUDGET_GROUP,SALE_CHANNEL_GRP,CREATE_MONTH,FPD10_PJ,LOSS_RATE_PJ,LA in Bio
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/04/2023,0.0399,0.1869,1.1
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/05/2023,0.0000,0.0000,1.0
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/01/2023,0.4230,0.9556,0.1
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/02/2023,0.0519,0.2043,0.6
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/03/2023,0.0000,0.0000,0.9
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/04/2023,0.0000,0.0000,0.6
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/05/2023,0.0000,0.0000,0.5
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.7
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/02/2023,0.0288,0.1590,7.5
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/03/2023,0.0114,0.0978,7.1
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/04/2023,0.0295,0.1610,5.7
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/05/2023,0.0342,0.1731,6.1
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/01/2023,0.0164,0.1199,0.7
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/02/2023,0.0383,0.1833,4.7
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/03/2023,0.0319,0.1673,4.0
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/04/2023,0.0184,0.1260,3.5
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/05/2023,0.0108,0.0934,2.4
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/01/2023,0.0000,0.0000,0.5
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/02/2023,0.0175,0.1232,1.3
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/03/2023,0.0000,0.0000,1.7
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/04/2023,0.1019,0.2534,0.8
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/05/2023,0.0000,0.0000,1.1
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/01/2023,0.0000,0.0000,0.8
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/02/2023,0.0409,0.1888,6.8
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/03/2023,0.0037,0.0360,4.4
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/04/2023,0.0410,0.1889,6.2
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/05/2023,0.0000,0.0000,6.8
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,0.2
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/02/2023,0.0446,0.1954,2.9
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/03/2023,0.0543,0.2073,1.8
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/04/2023,0.0319,0.1671,2.2
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/05/2023,0.0000,0.0000,2.2
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/01/2023,0.0000,0.0000,0.1
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/02/2023,0.0198,0.1306,1.9
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/03/2023,0.0149,0.1151,2.0
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/04/2023,0.0000,0.0000,0.8
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/05/2023,0.0000,0.0000,1.3
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/01/2023,0.3954,0.8934,0.2
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/02/2023,0.0512,0.2036,2.1
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/03/2023,0.0598,0.2148,2.3
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/04/2023,0.1109,0.2598,1.9
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/05/2023,0.0681,0.2251,2.3
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/01/2023,0.0133,0.1101,1.6
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/02/2023,0.0446,0.1954,17.2
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/03/2023,0.0477,0.1999,14.4
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/04/2023,0.0289,0.1593,13.3
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/05/2023,0.0153,0.1165,14.9
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/01/2023,0.0696,0.2267,1.5
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/02/2023,0.0267,0.1536,10.4
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/03/2023,0.0535,0.2062,9.9
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/04/2023,0.0391,0.1852,8.4
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/05/2023,0.0141,0.1127,7.2
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/01/2023,0.0000,0.0000,1.2
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/02/2023,0.0151,0.1158,5.0
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/03/2023,0.0398,0.1867,4.7
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/04/2023,0.0265,0.1531,4.1
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/05/2023,0.0118,0.1001,4.0
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/01/2023,0.0000,0.0000,1.5
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/02/2023,0.0377,0.1816,15.9
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/03/2023,0.0176,0.1237,10.9
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/04/2023,0.0300,0.1621,11.4
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/05/2023,0.0268,0.1538,13.8
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,0.4
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/02/2023,0.0333,0.1709,5.9
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/03/2023,0.0501,0.2024,5.1
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/04/2023,0.0573,0.2115,5.1
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/05/2023,0.0000,0.0000,4.1
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/01/2023,0.0000,0.0000,0.1
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/02/2023,0.0000,0.0000,1.8
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/03/2023,0.0209,0.1343,2.2
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/04/2023,0.0000,0.0000,2.2
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/05/2023,0.0000,0.0000,2.2
GOODBANK,XS,XSELL_MEDIUM RISK,3P-DSA,01/12/2022,0.0782,0.2355,5.5
GOODBANK,XS,XSELL_MEDIUM RISK,3P-DSA,01/01/2023,0.0715,0.2286,8.4
GOODBANK,XS,XSELL_MEDIUM RISK,3P-TSA,01/12/2022,0.0393,0.1856,100.9
GOODBANK,XS,XSELL_MEDIUM RISK,3P-TSA,01/01/2023,0.0234,0.1425,60.9
GOODBANK,XS,XSELL_MEDIUM RISK,IH-DSA,01/12/2022,0.0491,0.2014,48.1
GOODBANK,XS,XSELL_MEDIUM RISK,IH-DSA,01/01/2023,0.0304,0.1633,49.4
GOODBANK,XS,XSELL_MEDIUM RISK,IH-POS,01/12/2022,0.0527,0.2051,20.7
GOODBANK,XS,XSELL_MEDIUM RISK,IH-POS,01/01/2023,0.0148,0.1150,23.6
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA,01/12/2022,0.0410,0.1889,160.5
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA,01/01/2023,0.0281,0.1572,100.1
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA LG,01/12/2022,0.0269,0.1542,53.0
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA LG,01/01/2023,0.0168,0.1212,28.8
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA TR,01/12/2022,0.0269,0.1540,25.1
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA TR,01/01/2023,0.0191,0.1283,18.2
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/12/2022,0.0000,0.0000,0.1
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/01/2023,0.0670,0.1456,3.2
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/02/2023,0.0636,0.1417,1.4
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/03/2023,0.1136,0.2204,0.8
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/04/2023,0.0726,0.1608,1.0
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/05/2023,0.0101,0.0227,5.9
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/12/2022,0.0000,0.0000,0.1
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/01/2023,0.0455,0.1220,1.4
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/02/2023,0.0612,0.1391,0.5
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/03/2023,0.0854,0.1743,0.2
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/04/2023,0.0000,0.0000,0.2
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/05/2023,0.0000,0.0000,0.2
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/12/2022,0.1286,0.2636,1.1
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/01/2023,0.1167,0.2309,12.1
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/02/2023,0.1344,0.2753,11.8
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/03/2023,0.1757,0.3601,12.5
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/04/2023,0.1705,0.3494,14.8
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/05/2023,0.1089,0.2148,31.8
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/12/2022,0.0863,0.1757,1.1
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/01/2023,0.0678,0.1487,5.1
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/02/2023,0.0923,0.1874,3.1
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/03/2023,0.0625,0.1406,2.2
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/04/2023,0.1023,0.2103,1.0
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/05/2023,0.0462,0.1232,1.0
BADBANK,CDL,PROMO NON-PORTABLE,3P-DSA,01/05/2023,,,0.0
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/12/2022,0.0632,0.1413,1.5
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/01/2023,0.0420,0.1157,1.2
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/02/2023,0.0288,0.0746,0.6
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/03/2023,0.0185,0.0402,1.7
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/04/2023,0.0381,0.1049,2.3
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/05/2023,0.0035,0.0089,55.7
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/12/2022,0.0000,0.0000,0.1
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/01/2023,0.1056,0.2125,0.4
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/02/2023,0.1141,0.2209,0.1
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/03/2023,0.2255,0.4621,0.0
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/05/2023,,,0.0
BADBANK,CDL,PROMO PORTABLE,3P-DSA,01/05/2023,,,0.0
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/12/2022,0.1644,0.3368,5.0
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/01/2023,0.0719,0.1597,7.7
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/02/2023,0.0770,0.1661,7.0
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/03/2023,0.0777,0.1666,9.4
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/04/2023,0.0744,0.1638,10.0
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/05/2023,0.0202,0.0445,69.4
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/12/2022,0.1180,0.2366,0.2
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/01/2023,0.1154,0.2252,0.6
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/02/2023,0.0379,0.1042,0.2
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/03/2023,0.2226,0.4561,0.2
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/04/2023,0.0000,0.0000,0.0
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/05/2023,0.0000,0.0000,0.1
BADBANK,CRC,(blank),Digital,01/12/2022,0.2219,,3.2
BADBANK,CRC,(blank),Digital,01/01/2023,0.2500,,1.7
BADBANK,PLLG,LG LOW SCORE,IH-TSA LG,01/03/2023,0.0000,0.0000,0.0
BADBANK,PLLG,LG MED SCORE,IH-TSA LG,01/01/2023,0.0000,0.0000,0.0
BADBANK,PLLG,LG MED SCORE,IH-TSA LG,01/03/2023,0.0000,0.0000,0.0
BADBANK,PLLG,LG MED SCORE,IH-TSA LG,01/05/2023,,,0.0
BADBANK,PLLG,ZALO HIGH SCORE,IH-TSA LG,01/01/2023,0.6825,2.2366,0.0
BADBANK,PLLG,ZALO MED SCORE,IH-TSA LG,01/02/2023,0.0000,0.0000,0.0
BADBANK,PLNLG,B@W,IH-DSA,01/12/2022,0.0000,0.0000,0.0
BADBANK,PLNLG,B@W,IH-DSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,PLNLG,B@W,IH-DSA,01/02/2023,0.0000,0.0000,0.0
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/12/2022,0.0954,0.3438,0.5
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/01/2023,0.2174,0.6701,1.5
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/02/2023,0.1250,0.3852,0.1
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/03/2023,0.0000,0.0000,0.0
BADBANK,PLNLG,UNIFIED NONLG,3P-TSA,01/05/2023,,,0.0
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/12/2022,0.1092,0.3677,4.0
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/01/2023,0.0961,0.3456,8.8
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/02/2023,0.0747,0.2723,0.3
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/03/2023,0.0000,0.0000,0.1
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/04/2023,0.0000,0.0000,0.1
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/05/2023,0.0000,0.0000,0.9
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/12/2022,0.0562,0.2357,1.0
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/01/2023,0.0443,0.2125,2.0
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/02/2023,0.0000,0.0000,0.1
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/03/2023,0.0000,0.0000,0.0
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/04/2023,0.0000,0.0000,0.0
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/05/2023,,,0.1
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA,01/12/2022,0.0840,0.3060,0.2
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA,01/01/2023,0.0690,0.2655,0.3
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA,01/05/2023,,,0.0
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/12/2022,0.0902,0.3284,0.6
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/01/2023,0.0946,0.3419,1.0
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/02/2023,0.0000,0.0000,0.1
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/03/2023,0.0000,0.0000,0.0
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/04/2023,0.0000,0.0000,0.1
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/05/2023,,,0.2
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA TR,01/01/2023,0.0000,0.0000,0.0
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/12/2022,0.0421,0.1015,7.3
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/01/2023,0.0222,0.0720,2.2
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/03/2023,0.0582,0.1211,0.8
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/04/2023,0.0534,0.1173,0.6
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/05/2023,0.0000,0.0000,0.7
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,3P-DSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/12/2022,0.0517,0.1159,4.4
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/01/2023,0.0390,0.0983,10.1
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/02/2023,0.0000,0.0000,0.0
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/03/2023,0.0654,0.1313,3.1
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/04/2023,0.0740,0.1522,3.4
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/05/2023,0.0464,0.1094,3.1
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/12/2022,0.1790,0.3713,0.1
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/01/2023,0.0000,0.0000,0.1
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/04/2023,0.0000,0.0000,0.0
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/05/2023,0.0000,0.0000,0.0
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/12/2022,0.0070,0.0260,8.5
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/01/2023,0.0225,0.0731,6.2
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/03/2023,0.0485,0.1132,1.4
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/04/2023,0.0000,0.0000,1.0
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/05/2023,0.0256,0.0812,1.6
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/12/2022,0.0673,0.1352,0.6
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/01/2023,0.0258,0.0815,4.5
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/03/2023,0.0385,0.0979,1.7
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/04/2023,0.0517,0.1159,1.2
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/05/2023,0.0409,0.1002,1.3
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/12/2022,0.0344,0.0932,4.8
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/01/2023,0.0477,0.1119,5.2
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/03/2023,0.0362,0.0955,3.4
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/04/2023,0.0778,0.1630,3.7
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/05/2023,0.0908,0.1964,3.9
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/12/2022,0.0000,0.0000,0.0
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/01/2023,0.0734,0.1503,1.7
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/02/2023,0.0691,0.1395,3.3
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/03/2023,0.0850,0.1898,0.9
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/04/2023,0.0000,0.0000,0.3
BADBANK,TW,UNIFIED NONLG,IH-TSA LG,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,LG HIGH SCORE,IH-TSA LG,01/12/2022,0.0000,0.0000,0.1
BADBANK,XS,UNIFIED NONLG,IH-TSA,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,UNIFIED NONLG,IH-TSA LG,01/12/2022,0.0741,0.2313,0.4
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,3P-DSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,3P-TSA,01/12/2022,0.0000,0.0000,0.1
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA,01/01/2023,0.3699,0.8357,0.1
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA,01/04/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA,01/05/2023,,,0.0
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA LG,01/04/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/01/2023,0.0390,0.1849,1.4
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/04/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/12/2022,0.0000,0.0000,0.1
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/01/2023,0.0626,0.2185,0.3
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/01/2023,0.0000,0.0000,0.2
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/01/2023,0.0097,0.0861,3.1
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/05/2023,,,0.0
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/01/2023,0.0389,0.1846,1.1
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.4
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/01/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/01/2023,0.1029,0.2541,0.7
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/05/2023,,,0.1
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/01/2023,0.4888,1.1043,0.1
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/05/2023,,,0.1
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.2
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/02/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/01/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/02/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/01/2023,0.0653,0.2220,0.3
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/02/2023,0.0000,0.0000,0.3
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/05/2023,,,0.0
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/05/2023,,,0.1
BADBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/01/2023,0.0000,0.0000,1.0
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/12/2022,0.0000,0.0000,0.0
