PLANNING_SELECTED,PRODUCT,BUDGET_GROUP,SALE_CHANNEL_GRP,CREATE_MONTH, LOSS_RATE_PJ , LA in Bio 
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/01/2023, 0.238625 ," 7,544,606,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/02/2023, 0.235985 ," 6,495,352,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/03/2023, 0.201195 ," 6,355,535,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/04/2023, 0.193665 ," 6,745,745,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/05/2023, 0.240507 ," 3,743,696,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/12/2022, 0.194014 ," 2,963,018,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/01/2023, 0.110962 ," 4,708,347,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/02/2023, 0.185106 ," 2,947,081,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/03/2023, 0.210351 ," 2,937,870,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/04/2023, 0.113000 ," 2,271,439,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-POS,01/05/2023, 0.212772 ," 1,984,615,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/12/2022, 0.236903 ," 15,974,034,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/01/2023, 0.208558 ," 11,546,770,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/02/2023, 0.236319 ," 8,160,269,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/03/2023, 0.260256 ," 5,403,371,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/04/2023, 0.186564 ," 5,020,128,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/05/2023, 0.205237 ," 6,834,766,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/12/2022, 0.220555 ," 3,657,898,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/01/2023, 0.195451 ," 2,537,933,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/02/2023, 0.296487 ," 2,656,365,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/03/2023, 0.364567 ," 2,122,087,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/04/2023, 0.262495 ," 2,268,938,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/05/2023, 0.206939 ," 2,088,918,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/12/2022, -   ," 468,784,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/01/2023, -   ," 523,287,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/02/2023, -   ," 559,260,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/03/2023, -   ," 663,979,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/04/2023, 0.186902 ," 1,128,497,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/05/2023, -   ," 1,032,814,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/01/2023, 0.955648 ," 135,867,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/02/2023, 0.204278 ," 621,353,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/03/2023, -   ," 913,434,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/04/2023, -   ," 579,834,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/05/2023, -   ," 519,146,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/01/2023, -   ," 651,275,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/02/2023, 0.159041 ," 7,504,420,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/03/2023, 0.097837 ," 7,055,788,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/04/2023, 0.161027 ," 5,728,924,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/05/2023, 0.173125 ," 6,130,327,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/01/2023, 0.119889 ," 670,078,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/02/2023, 0.183295 ," 4,727,764,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/03/2023, 0.167258 ," 3,992,497,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/04/2023, 0.126039 ," 3,538,215,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/05/2023, 0.093398 ," 2,396,014,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/01/2023, -   ," 510,097,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/02/2023, 0.123248 ," 1,257,338,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/03/2023, -   ," 1,650,183,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/04/2023, 0.253360 ," 847,270,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/05/2023, -   ," 1,055,091,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/01/2023, -   ," 815,646,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/02/2023, 0.188796 ," 6,817,402,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/03/2023, 0.036039 ," 4,406,566,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/04/2023, 0.188925 ," 6,242,702,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/05/2023, -   ," 6,811,206,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/01/2023, -   ," 198,875,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/02/2023, 0.195421 ," 2,899,540,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/03/2023, 0.207274 ," 1,782,533,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/04/2023, 0.167124 ," 2,163,800,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/05/2023, -   ," 2,248,397,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/01/2023, -   ," 72,500,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/02/2023, 0.130561 ," 1,914,614,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/03/2023, 0.115054 ," 2,018,911,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/04/2023, -   ," 778,650,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA TR,01/05/2023, -   ," 1,258,271,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/01/2023, 0.893392 ," 241,500,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/02/2023, 0.203579 ," 2,051,436,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/03/2023, 0.214792 ," 2,275,976,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/04/2023, 0.259841 ," 1,929,887,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-DSA,01/05/2023, 0.225074 ," 2,265,003,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/01/2023, 0.110107 ," 1,620,593,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/02/2023, 0.195412 ," 17,157,646,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/03/2023, 0.199935 ," 14,438,625,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/04/2023, 0.159340 ," 13,331,167,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/05/2023, 0.116458 ," 14,889,716,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/01/2023, 0.226673 ," 1,544,430,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/02/2023, 0.153588 ," 10,391,621,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/03/2023, 0.206174 ," 9,868,688,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/04/2023, 0.185156 ," 8,421,880,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/05/2023, 0.112709 ," 7,235,353,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/01/2023, -   ," 1,162,294,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/02/2023, 0.115763 ," 4,987,502,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/03/2023, 0.186694 ," 4,740,772,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/04/2023, 0.153085 ," 4,090,071,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-POS,01/05/2023, 0.100094 ," 3,983,507,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/01/2023, -   ," 1,465,913,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/02/2023, 0.181606 ," 15,870,346,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/03/2023, 0.123721 ," 10,922,350,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/04/2023, 0.162148 ," 11,368,344,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/05/2023, 0.153842 ," 13,821,559,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/01/2023, -   ," 374,087,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/02/2023, 0.170874 ," 5,921,272,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/03/2023, 0.202371 ," 5,057,907,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/04/2023, 0.211510 ," 5,119,513,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/05/2023, -   ," 4,050,144,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/01/2023, -   ," 94,212,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/02/2023, -   ," 1,768,912,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/03/2023, 0.134295 ," 2,219,826,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/04/2023, -   ," 2,152,935,000 "
GOODBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/05/2023, -   ," 2,171,167,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,3P-DSA,01/12/2022, 0.235517 ," 5,545,815,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,3P-DSA,01/01/2023, 0.228642 ," 8,434,748,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,3P-TSA,01/12/2022, 0.185574 ," 100,922,301,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,3P-TSA,01/01/2023, 0.142466 ," 60,879,378,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-DSA,01/12/2022, 0.201440 ," 48,074,991,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-DSA,01/01/2023, 0.163254 ," 49,419,041,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-POS,01/12/2022, 0.205109 ," 20,653,957,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-POS,01/01/2023, 0.114971 ," 23,611,893,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA,01/12/2022, 0.188943 ," 160,451,361,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA,01/01/2023, 0.157210 ," 100,129,374,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA LG,01/12/2022, 0.154225 ," 52,994,270,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA LG,01/01/2023, 0.121165 ," 28,763,101,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA TR,01/12/2022, 0.154043 ," 25,111,841,000 "
GOODBANK,XS,XSELL_MEDIUM RISK,IH-TSA TR,01/01/2023, 0.128287 ," 18,218,527,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/12/2022, -   ," 54,545,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/01/2023, 0.145608 ," 3,167,269,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/02/2023, 0.141731 ," 1,358,279,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/03/2023, 0.220376 ," 847,902,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/04/2023, 0.160843 ," 982,470,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,3P-POS,01/05/2023, 0.022689 ," 5,866,768,110 "
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/12/2022, -   ," 62,892,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/01/2023, 0.121972 ," 1,368,427,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/02/2023, 0.139095 ," 516,890,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/03/2023, 0.174323 ," 187,261,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/04/2023, -   ," 177,324,000 "
BADBANK,CDL,NON PROMO NON-PORTABLE,IH-POS,01/05/2023, -   ," 195,379,000 "
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/12/2022, 0.263602 ," 1,089,868,000 "
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/01/2023, 0.230921 ," 12,068,326,500 "
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/02/2023, 0.275349 ," 11,841,054,991 "
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/03/2023, 0.360104 ," 12,457,391,000 "
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/04/2023, 0.349413 ," 14,758,366,101 "
BADBANK,CDL,NON PROMO PORTABLE,3P-POS,01/05/2023, 0.214808 ," 31,757,305,100 "
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/12/2022, 0.175714 ," 1,067,353,500 "
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/01/2023, 0.148720 ," 5,096,846,000 "
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/02/2023, 0.187369 ," 3,056,878,000 "
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/03/2023, 0.140571 ," 2,234,540,000 "
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/04/2023, 0.210283 ," 971,420,000 "
BADBANK,CDL,NON PROMO PORTABLE,IH-POS,01/05/2023, 0.123242 ," 1,025,334,000 "
BADBANK,CDL,PROMO NON-PORTABLE,3P-DSA,01/05/2023,," 8,792,000 "
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/12/2022, 0.141277 ," 1,454,099,000 "
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/01/2023, 0.115709 ," 1,247,794,000 "
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/02/2023, 0.074558 ," 597,016,000 "
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/03/2023, 0.040226 ," 1,662,268,000 "
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/04/2023, 0.104912 ," 2,258,239,400 "
BADBANK,CDL,PROMO NON-PORTABLE,3P-POS,01/05/2023, 0.008870 ," 55,678,364,183 "
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/12/2022, -   ," 119,603,080 "
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/01/2023, 0.212531 ," 432,188,000 "
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/02/2023, 0.220880 ," 78,505,000 "
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/03/2023, 0.462144 ," 33,254,000 "
BADBANK,CDL,PROMO NON-PORTABLE,IH-POS,01/05/2023,," 13,964,000 "
BADBANK,CDL,PROMO PORTABLE,3P-DSA,01/05/2023,," 18,292,000 "
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/12/2022, 0.336828 ," 5,010,600,050 "
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/01/2023, 0.159660 ," 7,673,188,160 "
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/02/2023, 0.166051 ," 6,951,626,560 "
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/03/2023, 0.166626 ," 9,389,863,460 "
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/04/2023, 0.163809 ," 9,970,950,600 "
BADBANK,CDL,PROMO PORTABLE,3P-POS,01/05/2023, 0.044515 ," 69,448,671,600 "
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/12/2022, 0.236632 ," 220,363,700 "
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/01/2023, 0.225159 ," 569,172,000 "
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/02/2023, 0.104157 ," 212,263,000 "
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/03/2023, 0.456074 ," 157,354,000 "
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/04/2023, -   ," 28,693,000 "
BADBANK,CDL,PROMO PORTABLE,IH-POS,01/05/2023, -   ," 57,170,000 "
BADBANK,CRC,(blank),Digital,01/12/2022,," 3,242,000,000 "
BADBANK,CRC,(blank),Digital,01/01/2023,," 1,710,000,000 "
BADBANK,PLLG,LG LOW SCORE,IH-TSA LG,01/03/2023, -   ," 10,750,000 "
BADBANK,PLLG,LG MED SCORE,IH-TSA LG,01/01/2023, -   ," 22,000,000 "
BADBANK,PLLG,LG MED SCORE,IH-TSA LG,01/03/2023, -   ," 10,000,000 "
BADBANK,PLLG,LG MED SCORE,IH-TSA LG,01/05/2023,," 26,875,000 "
BADBANK,PLLG,ZALO HIGH SCORE,IH-TSA LG,01/01/2023, 2.236621 ," 31,500,000 "
BADBANK,PLLG,ZALO MED SCORE,IH-TSA LG,01/02/2023, -   ," 46,875,000 "
BADBANK,PLNLG,B@W,IH-DSA,01/12/2022, -   ," 10,000,000 "
BADBANK,PLNLG,B@W,IH-DSA,01/01/2023, -   ," 30,000,000 "
BADBANK,PLNLG,B@W,IH-DSA,01/02/2023, -   ," 10,000,000 "
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/12/2022, 0.343846 ," 524,246,000 "
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/01/2023, 0.670051 ," 1,476,925,000 "
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/02/2023, 0.385244 ," 80,000,000 "
BADBANK,PLNLG,UNIFIED NONLG,3P-DSA,01/03/2023, -   ," 20,750,000 "
BADBANK,PLNLG,UNIFIED NONLG,3P-TSA,01/05/2023,," 16,125,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/12/2022, 0.367744 ," 3,991,409,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/01/2023, 0.345646 ," 8,760,542,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/02/2023, 0.272337 ," 267,864,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/03/2023, -   ," 92,573,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/04/2023, -   ," 71,927,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-DSA,01/05/2023, -   ," 903,367,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/12/2022, 0.235713 ," 991,714,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/01/2023, 0.212457 ," 2,030,550,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/02/2023, -   ," 70,000,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/03/2023, -   ," 10,895,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/04/2023, -   ," 30,000,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-POS,01/05/2023,," 97,575,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA,01/12/2022, 0.305999 ," 238,039,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA,01/01/2023, 0.265455 ," 290,000,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA,01/05/2023,," 30,000,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/12/2022, 0.328356 ," 554,604,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/01/2023, 0.341918 ," 951,100,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/02/2023, -   ," 61,650,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/03/2023, -   ," 37,625,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/04/2023, -   ," 50,000,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA LG,01/05/2023,," 153,905,000 "
BADBANK,PLNLG,UNIFIED NONLG,IH-TSA TR,01/01/2023, -   ," 20,000,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/12/2022, 0.101457 ," 7,285,561,700 "
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/01/2023, 0.072020 ," 2,156,677,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/03/2023, 0.121070 ," 762,507,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/04/2023, 0.117262 ," 562,025,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE HIGH DP,IH-POS,01/05/2023, -   ," 705,615,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,3P-DSA,01/01/2023, -   ," 33,791,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/12/2022, 0.115892 ," 4,425,445,500 "
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/01/2023, 0.098328 ," 10,091,350,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/02/2023, -   ," 28,900,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/03/2023, 0.131266 ," 3,101,881,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/04/2023, 0.152154 ," 3,371,235,000 "
BADBANK,TW,TWL NON PROMO NEW BIKE LOW DP,IH-POS,01/05/2023, 0.109409 ," 3,143,629,000 "
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/12/2022, 0.371343 ," 146,662,500 "
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/01/2023, -   ," 56,244,000 "
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/04/2023, -   ," 9,975,000 "
BADBANK,TW,TWL NON PROMO USED BIKE HIGH DP,IH-POS,01/05/2023, -   ," 8,295,000 "
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/12/2022, 0.026004 ," 8,468,242,900 "
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/01/2023, 0.073075 ," 6,223,661,000 "
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/03/2023, 0.113188 ," 1,366,865,000 "
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/04/2023, -   ," 1,041,956,000 "
BADBANK,TW,TWL PROMO NEW BIKE HIGH DP,IH-POS,01/05/2023, 0.081240 ," 1,572,564,000 "
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/12/2022, 0.135216 ," 601,469,440 "
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/01/2023, 0.081500 ," 4,531,625,000 "
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/03/2023, 0.097872 ," 1,735,589,000 "
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/04/2023, 0.115870 ," 1,232,677,000 "
BADBANK,TW,TWL PROMO NEW BIKE LOW DP,IH-POS,01/05/2023, 0.100232 ," 1,290,496,000 "
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/12/2022, 0.093237 ," 4,781,143,210 "
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/01/2023, 0.111860 ," 5,211,792,000 "
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/03/2023, 0.095537 ," 3,359,329,200 "
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/04/2023, 0.163019 ," 3,656,417,000 "
BADBANK,TW,TWL PROMO USED BIKE HIGH DP,IH-POS,01/05/2023, 0.196435 ," 3,873,779,000 "
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/12/2022, -   ," 24,000,000 "
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/01/2023, 0.150274 ," 1,710,451,000 "
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/02/2023, 0.139520 ," 3,250,894,000 "
